"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","lexptot"
"887",163092,0,3,16,60,1,0,6,1,4600,1822.539,164.5854,2087.124,0,1,0.6047198,1,0.5,11,10.8000001907349,13.1999998092651,9,2.40000009536743,78,7.64402133421237
"888",163092,1,3,16,65,1,0,4,1,4600,1833.13,377.7573,2610.888,0,1,0.6047198,1,0.95,10.9174995422363,8.52600002288818,9.74400043487549,6.716,2.0304000377655,61.5783996582031,7.86782861045708
"889",163102,0,3,16,42,1,0,4,7,12700,2673.153,590.9246,3364.077,0,1,0.6047198,1,0.5,11,10.8000001907349,13.1999998092651,9,2.40000009536743,78,8.12120612443218
"890",163102,1,3,16,45,1,0,4,7,12700,3958.587,1121.599,5480.187,0,1,0.6047198,1,0.95,10.9174995422363,8.52600002288818,9.74400043487549,6.716,2.0304000377655,61.5783996582031,8.60907696232582
"891",163122,0,3,16,32,1,0,4,1,8800,2703.48,447.0779,3250.558,1,0,0.6047198,1,0.5,11,10.8000001907349,13.1999998092651,9,2.40000009536743,78,8.08688954507107
"892",163122,1,3,16,35,1,0,6,1,8800,3014.391,1742.455,5156.846,1,1,0.6047198,1,0.95,10.9174995422363,8.52600002288818,9.74400043487549,6.716,2.0304000377655,61.5783996582031,8.54827432946204
"893",171013,0,1,17,69,1,4,7,31,70100,3545.492,795.3593,4440.852,0,1,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.39882668557423
"894",171013,1,1,17,76,1,0,7,31,70100,3989.328,725.0159,5114.344,0,1,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.53999992930126
"895",171024,0,1,17,45,1,0,7,9,7550,1601.787,209.2606,1911.048,0,0,1.131707,1,0,9.89999961853027,12,24,9,3,72.8000030517578,7.55593019789874
"896",171024,1,1,17,50,1,0,8,21,34375.42,2963.527,537.116,3900.643,0,0,1.131707,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.26915302545465
"897",171034,0,1,17,30,1,3,6,158,171200,3622.479,290.9799,4013.459,0,0,1.131707,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.29765787259463
"898",171034,1,1,17,28,1,5,9,316,361781,2423.122,886.8286,3709.95,0,0,1.131707,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.21904318751254
"899",171035,0,1,17,45,1,0,5,185,12030,3368.952,616.2067,4085.159,0,0,2.764227,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.31536068798316
"900",171035,1,1,17,50,1,0,6,122,141155.8,2713.493,418.415,3531.908,0,0,2.764227,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.16987660682762
"901",171043,0,1,17,52,1,0,3,37,59325,2671.708,360.4504,3132.159,0,1,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.04979703974425
"902",171043,1,1,17,60,0,0,9,37,59325,2384.024,375.9343,3159.958,0,1,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.05863042519283
"903",171044,0,1,17,36,1,8,8,65,126700,3099.056,735.9611,3935.018,0,0,1.131707,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.27792483133242
"904",171044,1,1,17,59,1,7,8,145,429625.1,9519.556,2798.079,12717.63,0,0,1.131707,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,9.45082312669106
"905",171053,0,1,17,46,1,5,5,90,75250,4871.463,1115.726,6087.188,1,0,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.71410577948523
"906",171053,1,1,17,50,1,5,7,90,75250,2869.13,558.7456,3827.875,1,0,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.25032630534504
"907",171054,0,1,17,32,1,5,7,54,46300,3879.754,264.7291,4244.483,0,0,1.131707,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.35361087319162
"908",171054,1,1,17,20,1,5,3,3,18439.57,4909.099,1330.807,6639.906,0,0,1.131707,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.80100367894573
"909",171073,0,1,17,45,1,0,7,25,30920,2866.877,506.3108,3473.188,1,0,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.15311606162927
"910",171073,1,1,17,55,1,0,7,25,30920,3105.001,725.0161,4230.018,1,0,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.35019790502442
"911",171093,0,1,17,65,1,0,8,20,33160,3230.161,264.038,3594.199,0,1,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.18735462328238
"912",171093,1,1,17,40,1,3,4,20,33160,4095.953,1070.849,5566.802,0,1,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.62475564103714
"913",171113,0,1,17,32,1,2,4,40,62310,4001.064,608.8617,4709.925,1,0,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,8.45763955838652
"914",171113,1,1,17,41,1,0,8,40,62310,2540.601,570.9502,3511.551,1,0,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.16409783310955
"915",171123,0,1,17,55,1,2,9,35,27500,2039.608,220.3288,2359.936,1,0,0.504065,1,0,9.89999961853027,12,24,9,3,72.8000030517578,7.76681342956012
"916",171123,1,1,17,52,1,3,8,35,27500,2382.934,463.5269,3246.461,1,0,0.504065,1,0,11.164999961853,9.74400043487549,20.3003997802734,6.868,2.0304000377655,49.2621994018555,8.08562873923477
"917",172014,0,2,17,36,1,10,5,130,158500,5162.301,4877.874,10140.17,0,0,2.327815,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,9.22435865510427
"918",172014,1,2,17,48,1,12,7,191,395588,10106.14,3545.812,14051.95,0,0,1.960265,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,9.55058761713526
"919",172015,0,2,17,38,1,8,4,190,169150,4118.042,495.9048,4713.946,0,0,2.139073,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.45849274219179
"920",172015,1,2,17,45,1,7,6,247,178528.9,3603.555,786.0784,4789.633,0,0,2.251656,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.47441783198703
"921",172033,0,2,17,42,1,3,5,60,52100,3342.957,441.7067,3884.664,1,0,0.2726269,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.26504916196857
"922",172033,1,2,17,40,1,2,5,60,52100,3910.678,841.792,5152.47,1,0,0.2869757,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.5474255531734
"923",172034,0,2,17,40,1,0,6,44,30000,3051.524,256.8594,3408.384,0,0,2.327815,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.13428690879797
"924",172034,1,2,17,55,1,0,6,25,66876.44,2496.955,577.2095,3474.164,0,0,1.960265,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.15339695112988
"925",172053,0,2,17,75,1,0,5,70,77830,3228.579,469.2744,3797.854,0,1,0.2726269,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.24245472128303
"926",172053,1,2,17,45,0,0,3,16,24022.2,3479.948,554.8789,4434.826,0,0,0.2869757,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.39746912317436
"927",172073,0,2,17,23,1,4,3,37,49800,5323.198,898.781,6321.979,1,0,0.2726269,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.75194573684481
"928",172073,1,2,17,29,1,4,2,37,49800,6777.643,1552.984,8730.627,1,0,0.2869757,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,9.0747070003122
"929",172103,0,2,17,31,1,4,4,55,41050,4863.232,442.9621,5406.194,1,1,0.2726269,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.59548556815393
"930",172103,1,2,17,34,1,3,6,55,41050,3915.28,488.3381,4803.618,1,0,0.2869757,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.47733281772377
"931",172113,0,2,17,56,1,3,7,26,23600,4135.681,627.7468,4863.427,0,1,0.2726269,1,0,10.4499998092651,12,24,9,3.29999995231628,72.8000030517578,8.48970420762182
"932",172113,1,2,17,60,1,0,5,26,23600,3826.77,503.4509,4730.221,0,1,0.2869757,1,0,11.9097003936768,8.12040042877197,24.3600006103516,7.326,2.43600010871887,52.7812995910645,8.46193858770859
"933",173013,0,3,17,38,1,0,7,15,11500,2576.104,487.2517,3163.356,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.0597048383609
"934",173013,1,3,17,40,1,2,8,15,11500,2826.499,323.9614,3550.46,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.17511406552775
"935",173023,0,3,17,36,1,0,11,146,103570,3604.64,540.3207,4244.96,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.35372322158764
"936",173023,1,3,17,35,1,0,4,146,103570,3057.924,642.8477,4100.771,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.31917411064784
"937",173033,0,3,17,48,1,2,3,31,26250,3766.387,788.5549,4654.942,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.44589953228901
"938",173033,1,3,17,55,1,5,3,31,26250,3815.131,631.5696,4846.7,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.48625964464631
"939",173053,0,3,17,65,0,5,6,110,73900,3201.099,421.1003,3722.198,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.22233825537556
"940",173053,1,3,17,50,1,0,5,110,73900,3291.379,1027.473,4718.852,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.45953272215579
"941",173054,0,3,17,42,1,0,12,199,148350,3017.044,370.6208,3487.665,0,0,0.6107143,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.1572744205265
"942",173054,1,3,17,40,1,1,4,24,32548.38,4079.713,1465.015,5944.729,0,0,0.5142857,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.69042842566099
"943",173093,0,3,17,35,1,3,5,275,145650,2833.455,625.2377,3558.693,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,8.17742958417249
"944",173093,1,3,17,40,1,3,5,275,145650,2863.175,297.74,3560.915,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.17805360056657
"945",173123,0,3,17,40,1,5,7,15,15360,2360.594,327.1417,2787.735,0,1,0.904762,1,0,9.89999961853027,12,1.20000004768372,9,3,72.8000030517578,7.93334336697836
"946",173123,1,3,17,40,1,5,5,15,15360,3777.507,470.9705,4648.478,0,1,0.952381,1,0,11.6611003875732,8.12040042877197,16.2408008575439,7.174,2.0304000377655,52.7812995910645,8.44451023421548
"947",181013,0,1,18,38,1,7,8,29,14161,2361.024,401.9869,2863.011,0,1,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,7.95997836885528
"948",181013,1,1,18,43,1,5,7,29,14161,3593.566,914.9705,4908.536,0,1,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.49893471530473
"949",181014,0,1,18,45,0,0,5,1,8712,2594.301,529.8167,3224.118,0,0,1.449541,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.07872481770779
"950",181014,1,1,18,52,0,0,6,1,8712,2713.222,465.1057,3578.328,0,1,1.449541,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.18293035227791
"951",181023,0,1,18,22,1,0,3,2,3035,3798.158,530.0318,4428.191,1,0,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.39597222785223
"952",181023,1,1,18,29,1,2,4,2,3035,7149.141,663.1479,8212.289,1,0,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,9.01350873123751
"953",181024,0,1,18,55,1,0,3,1,1,3106.403,535.4103,3741.813,0,0,1.449541,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.2275927467312
"954",181024,1,1,18,52,0,0,3,1,1,3694.907,2438.309,6533.216,0,1,1.449541,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.78480764946586
"955",181025,0,1,18,26,1,0,6,156,96040,3554.816,1388.456,5043.272,0,0,2.110091,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.52600862108687
"956",181025,1,1,18,30,1,4,4,156,96040,3553.796,1297.875,5251.671,1,0,2.110091,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.56649198811497
"957",181033,0,1,18,38,1,6,7,110,51565,3619.494,777.8038,4497.298,0,1,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.41145438199212
"958",181033,1,1,18,42,1,6,9,110,51565,2886.122,522.0222,3808.144,0,1,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.24515977096222
"959",181034,0,1,18,50,1,0,2,27,11861,4432.147,981.8025,5513.95,0,0,1.449541,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.61521786546337
"960",181034,1,1,18,60,1,0,3,27,11861,4094.826,4642.938,9137.764,1,1,1.449541,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,9.12028042554453
"961",181053,0,1,18,35,1,1,12,166,106655,3590.56,266.3477,3956.907,1,0,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.28347062917095
"962",181053,1,1,18,50,1,2,6,68.67,44082.42,2907.926,218.6809,3526.607,0,0,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.16837501636402
"963",181054,0,1,18,30,1,0,4,24,12150,2792.296,308.4247,3200.721,0,0,1.449541,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.07144375671851
"964",181054,1,1,18,36,1,1,5,13,9893.085,2384.084,508.9998,3293.084,0,0,1.449541,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.09988341132319
"965",181063,0,1,18,66,1,7,6,233,132145,3731.726,462.1435,4293.87,1,0,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.36517656620708
"966",181063,1,1,18,70,0,0,5,233,132145,3338.07,596.8333,4334.903,0,1,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.37468517202054
"967",181083,0,1,18,31,1,3,4,1,2130,3034.917,419.6808,3554.598,0,1,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.17627854187439
"968",181083,1,1,18,48,1,2,5,1,2130,3243.199,4170.388,7813.587,1,0,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,8.96374739437019
"969",181103,0,1,18,35,1,0,4,1,32070,3535.32,771.8577,4407.177,0,1,0.5351682,1,0.1,11,9.60000038146973,12,8,2.40000009536743,72.8000030517578,8.39121650429156
"970",181103,1,1,18,40,1,0,5,1,32070,5011.774,5324.266,10736.04,0,1,0.5351682,1,0.85,14.8873996734619,8.9315996170044,8.12040042877197,9.158,1.62360000610352,52.7812995910645,9.2814547248626
"971",182013,0,2,18,57,1,0,5,108,91400,4433.015,393.0593,4926.074,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.50250058171268
"972",182013,1,2,18,66,1,0,9,108,91400,5342.777,2721.462,8464.239,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,9.04372352807298
"973",182015,0,2,18,35,1,0,5,54,37200,3219.914,325.5708,3645.485,0,0,1.919192,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.2015189688823
"974",182015,1,2,18,38,1,1,5,54,37200,3967.52,335.0923,4702.612,0,1,1.919192,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.45608600318336
"975",182023,0,2,18,52,0,0,1,1,5300,3206.05,505.4546,3811.505,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.24604173239022
"976",182023,1,2,18,57,0,0,1,1,5300,6409.528,18561.38,25370.9,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,10.1413975413933
"977",182024,0,2,18,32,0,0,1,1,2550,2998.09,252.8582,3350.948,0,0,2.121212,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.11729694835515
"978",182024,1,2,18,39,0,0,1,1,2550,3938.287,466.9102,4805.197,0,1,2.121212,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.47766140588496
"979",182033,0,2,18,26,1,0,4,4.5,4542,2005.948,138.3344,2244.282,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,7.71658640475993
"980",182033,1,2,18,34,1,2,4,4.5,4542,2796.048,418.3584,3614.406,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.19295943810678
"981",182034,0,2,18,24,1,0,2,6,4333,2450.957,268.1418,2819.099,0,0,2.121212,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,7.94452726969892
"982",182034,1,2,18,27,1,0,4,6,4333,4020.842,233.6245,4654.466,0,1,2.121212,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.44579729211214
"983",182043,0,2,18,38,1,0,5,34,22228,2124.658,194.8057,2419.463,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,7.791714123165
"984",182043,1,2,18,41,1,1,5,34,22228,3336.852,270.5371,4007.389,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.29614469394331
"985",182044,0,2,18,45,1,0,5,2,2061,1711.608,113.7614,1925.37,0,0,2.121212,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,7.56339268190354
"986",182044,1,2,18,63,1,0,5,2,2061,3274.597,272.9734,3947.571,0,1,2.121212,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.28110902028794
"987",182054,0,2,18,33,0,0,4,2,2300,1308.415,62.79545,1471.211,0,0,2.121212,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,7.29452063140759
"988",182054,1,2,18,38,0,0,3,1,1309.379,1969.955,89.54749,2459.503,0,0,2.121212,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,7.80812107956967
"989",182103,0,2,18,55,1,1,5,17,16464,3680.892,532.4329,4313.325,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.36969616022645
"990",182103,1,2,18,60,1,2,7,17,16464,3351.894,459.0798,4210.974,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,8.34568670039531
"991",182123,0,2,18,45,1,0,6,32,21227,2865.227,118.9524,3084.179,0,1,0.3030303,1,0.05,11,10.8000001907349,12,8,2.40000009536743,72.8000030517578,8.03436495734667
"992",182123,1,2,18,47,1,0,7,32,21227,1914.235,196.9144,2511.15,0,1,0.3030303,1,0.75,11.4135999679565,8.12040042877197,8.12040042877197,7.021,1.62360000610352,49.2621994018555,7.82889423918111
"993",183015,0,3,18,60,1,5,8,475.5,225350,3792.907,1526.183,5419.091,0,0,1.544402,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.59786788396064
"994",183015,1,3,18,75,1,5,8,517,441764.8,2068.277,865.3066,3333.584,0,0,1.544402,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.11210321293815
"995",183025,0,3,18,60,1,8,3,315,23250,4563.567,2191.842,6855.409,0,0,1.544402,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.83293911427424
"996",183025,1,3,18,72,1,8,11,380,310718.6,2665.387,474.2922,3539.679,0,0,1.544402,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.17207379564464
"997",183034,0,3,18,60,1,0,4,2,3450,2954.765,298.6555,3353.42,0,0,2.34749,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.11803415815693
"998",183034,1,3,18,66,1,0,4,1.5,9683.313,3341.115,1078.461,4819.576,0,0,2.34749,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.48064870197953
"999",183035,0,3,18,50,1,0,4,345,175850,4362.827,935.5784,5398.405,0,0,1.544402,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.59404404129635
"1000",183035,1,3,18,62,1,1,4,157,107930.7,2009.609,274.0562,2683.665,0,0,1.544402,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,7.89531123193356
"1001",183043,0,3,18,32,1,1,6,8,22270,2443.53,369.1372,2912.667,0,1,0.3024453,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,7.97716770431576
"1002",183043,1,3,18,55,1,2,5,8,22270,4164.569,433.6177,4998.187,0,1,0.3024453,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.51703057819542
"1003",183044,0,3,18,40,0,0,3,104,2050,2108.483,343.7646,2552.248,0,0,2.34749,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,7.84512155314252
"1004",183044,1,3,18,45,0,0,3,104,2050,2566.879,413.2268,3380.105,0,1,2.34749,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.12595785812628
"1005",183053,0,3,18,35,1,0,4,59,40000,3089.073,607.7446,3796.817,0,1,0.3024453,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.24218170695704
"1006",183053,1,3,18,42,1,3,5,59,40000,2194.072,191.6362,2785.708,0,1,0.3024453,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,7.93261624983652
"1007",183073,0,3,18,32,1,5,5,68,40400,2634.16,919.0396,3653.2,0,1,0.3024453,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.20363246997757
"1008",183073,1,3,18,42,1,4,6,68,40400,5474.805,2159.178,8033.983,0,1,0.3024453,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.99156016242575
"1009",183113,0,3,18,34,1,0,3,47,30350,3746.168,1509.74,5355.908,0,1,0.3024453,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,8.58614222194219
"1010",183113,1,3,18,43,1,0,4,47,30350,4061.443,1511.537,5972.98,0,1,0.3024453,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.69516865092981
"1011",183123,0,3,18,30,1,0,5,9,20920,2224.429,493.1671,2817.597,0,1,0.3024453,1,0.05,11,9.60000038146973,9.60000038146973,10,2.40000009536743,62.4000015258789,7.94399452239865
"1012",183123,1,3,18,38,1,0,5,9,20920,3879.28,2118.69,6397.97,0,1,0.3024453,1,0.8,9.42809963226318,8.12040042877197,8.12040042877197,5.8,1.62360000610352,56.3003997802734,8.76389231889593
"1013",191015,0,1,19,33,1,1,6,99,92425,2560.507,538.0115,3198.519,0,0,3.369624,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,8.07075576498976
"1014",191015,1,1,19,42,1,0,8,64,64480.98,1863.581,310.4275,2574.009,0,0,3.369624,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,7.85360830823736
"1015",191023,0,1,19,47,1,0,6,36,19250,2507.952,245.8763,2853.829,1,0,0.5961982,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,7.95676722537515
"1016",191023,1,1,19,45,1,0,7,36,19250,2024.631,347.0409,2771.672,1,0,0.5961982,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,7.92756675517221
"1017",191025,0,1,19,52,1,5,5,260,157821,4154.417,6167.144,10421.56,0,0,3.369624,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,9.25172796651459
"1018",191025,1,1,19,50,1,2,4,66,61144.95,3208.486,521.8906,4130.376,0,0,3.369624,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,8.32636580237847
"1019",191043,0,1,19,43,1,0,5,42,73185,3570.251,2214.356,5884.606,0,1,0.5961982,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,8.6802649880548
"1020",191043,1,1,19,48,1,0,6,42,73185,3265.665,938.3313,4603.997,0,1,0.5961982,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,8.4348972972234
"1021",191053,0,1,19,30,1,4,3,6,35850,3327.36,761.2676,4188.627,0,1,0.5961982,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,8.34036698747382
"1022",191053,1,1,19,36,1,2,4,6,35850,3639.193,593.7881,4632.981,0,1,0.5961982,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,8.44117160485444
"1023",191073,0,1,19,35,1,0,6,75,76049,3407.511,773.5781,4281.088,0,1,0.5961982,1,0,12.1000003814697,9.60000038146973,19.2000007629395,12,3,70.1999969482422,8.36219602008278
"1024",191073,1,1,19,44,1,2,6,75,76049,3061.758,921.415,4383.173,0,1,0.5961982,1,0.15,10.9174995422363,9.74400043487549,12.9924001693726,6.716,2.43600010871887,52.7812995910645,8.38575628952809
