"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","exptot0","exptot91"
"259",101034,1,1,10,62,1,0,2,25,18300,3763.703,394.1667,4557.87,0,1,1.726027,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3574.898
"260",101035,1,1,10,65,1,2,3,150,93666.27,4021.293,941.0388,5362.332,0,0,2.922374,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,4915.342
"261",101042,1,1,10,62,1,10,4,3,31400,5101.502,2737.177,8238.679,1,0,0.216895,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,5586.316
"262",101044,1,1,10,65,1,0,6,20,29570.99,2579.059,415.9338,3394.993,0,0,1.726027,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2791.289
"263",101102,1,1,10,36,1,4,5,59,30970,3542.563,812.6943,4755.258,1,1,0.216895,1,0.77,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3427.479
"264",102012,1,2,10,38,1,5,4,185,170735,3807.01,1163.892,5370.903,0,1,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,4683.598
"265",102014,1,2,10,28,1,5,3,6,12484.78,3798.439,475.9324,4674.372,0,0,1.9,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,6172.668
"266",102032,1,2,10,40,1,5,5,27,51800,3171.2,2101.773,5672.973,1,1,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3194.496
"267",102034,1,2,10,55,1,0,6,4,9500,3711.373,1083.254,5194.627,1,0,1.9,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2281.126
"268",102052,1,2,10,50,1,0,6,7,7700,3757.838,1070.735,5228.574,1,1,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,2725.885
"269",102054,1,2,10,36,1,0,6,10,14200,3225.741,698.1096,4323.851,0,1,1.9,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3401.111
"270",102062,1,2,10,50,1,0,5,210,101300,3809.447,731.4929,4943.939,1,0,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,5139.561
"271",102072,1,2,10,42,1,8,5,86,37150,2876.709,484.3687,3764.077,1,1,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3366.307
"272",102082,1,2,10,40,1,3,5,29,23940,3092.029,410.0691,3905.098,1,0,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,4223.76
"273",102092,1,2,10,55,1,0,5,10,10950,3889.024,2436.595,6728.619,1,1,0.1583333,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,56.3003997802734,0,3325.325
"274",103015,1,3,10,48,0,5,3,1090,593084.3,5604.728,1612.757,7620.485,0,0,2.9,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,8474.916
"275",103034,1,3,10,60,1,0,7,48,50100,2381.146,646.7141,3430.86,1,0,1.86,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,3258.954
"276",103035,1,3,10,65,1,0,5,252,165232.1,3093.788,1128.028,4624.816,0,0,2.9,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,5805.203
"277",103042,1,3,10,42,1,5,5,18,40440,4667.479,1592.908,6663.387,0,1,0.1666667,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,4953.292
"278",103054,1,3,10,32,1,0,3,2,6950,2917.851,445.4822,3766.333,0,1,1.86,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,5542.636
"279",103062,1,3,10,34,1,5,5,148,69409,3445.662,518.3381,4367,0,1,0.1666667,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,4661.607
"280",103082,1,3,10,55,1,0,4,75,43415,2391.393,338.3408,3132.733,0,1,0.1666667,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,3955.478
"281",103122,1,3,10,45,1,0,6,27,33410,4060.54,1544.3,6007.84,0,1,0.1666667,1,0.75,9.42809963226318,9.74400043487549,9.74400043487549,5.8,2.0304000377655,29.9090995788574,0,3270.995
"282",111015,1,1,11,60,1,0,9,442,1036135,4615.269,896.603,5914.872,0,0,2.507936,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,7580.064
"283",111022,1,1,11,45,1,1,7,5,15770,3332.753,636.0808,4371.834,1,1,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,4785.436
"284",111032,1,1,11,42,1,0,5,6,6705,6226.553,2974.827,9604.38,1,1,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,2473.877
"285",111042,1,1,11,32,1,5,6,8,30220,7189.065,1234.944,8827.009,1,0,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,3929.798
"286",111062,1,1,11,63,1,1,8,3,16082,3140.479,932.9749,4476.454,1,1,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,3331.372
"287",111082,1,1,11,65,1,3,4,20,20315,3966.031,1203.309,5572.339,1,1,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,3293.971
"288",111102,1,1,11,35,1,0,2,7,8775,4133.171,911.8286,5448,1,0,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,4745.681
"289",111112,1,1,11,30,1,0,6,6,7490,2967.023,411.9863,3782.009,1,1,0.1666667,1,0.1,11.2892999649048,11.368800163269,14.6160001754761,6.945,2.0304000377655,52.7812995910645,0,3309.542
"290",112014,1,2,11,25,1,0,3,7,27220,4036.18,592.0967,5031.276,0,1,1.655172,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,4167.007
"291",112022,1,2,11,45,1,0,9,45,45280,2739.357,540.8191,3683.176,1,1,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,4749.381
"292",112024,1,2,11,70,1,0,6,15,27371.77,2876.348,949.6099,4228.958,0,0,1.655172,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,2264.975
"293",112032,1,2,11,60,1,9,6,38,8995,3508.594,1129.494,5041.088,0,1,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,2713.611
"294",112034,1,2,11,42,0,5,4,91,216876.4,4201.177,14166.33,18770.51,0,0,1.655172,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,5452.237
"295",112044,1,2,11,28,1,3,5,1,5075,3270.808,691.9746,4365.783,0,1,1.655172,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,3071.04
"296",112052,1,2,11,55,1,5,8,235,106855,3899.208,1650.934,5953.142,0,1,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,2734.031
"297",112062,1,2,11,22,1,5,2,2,4723.237,3061.307,543.0369,4007.344,0,0,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,3362.642
"298",112072,1,2,11,40,0,0,6,10,17238.46,2159.742,320.0706,2882.813,0,0,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,2964.39
"299",112102,1,2,11,34,1,2,4,3,6660,2698.606,458.6211,3560.227,1,1,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,3349.256
"300",112112,1,2,11,55,1,0,4,46,54830,4315.875,1075.924,5794.799,1,1,0.4515599,1,0.2,10.1728000640869,9.74400043487549,12.9924001693726,6.258,2.0304000377655,52.7812995910645,0,3352.949
"301",113014,1,3,11,42,1,3,6,10,17208.01,2312.785,586.1191,3301.904,0,0,2.021739,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,3218.917
"302",113015,1,3,11,36,1,5,6,116,97222.23,4965.038,4552.149,9920.188,0,0,2.789855,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,6698.544
"303",113025,1,3,11,27,1,8,3,1,1,6377.949,2140.795,8921.744,0,1,2.789855,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,14440.55
"304",113034,1,3,11,39,1,0,5,46,27028,3459.196,959.3992,4821.595,0,1,2.021739,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,3934.266
"305",113035,1,3,11,48,1,10,3,375,582927.3,4797.221,4702.936,9903.157,0,0,2.789855,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,25185.52
"306",113052,1,3,11,29,1,0,3,3,4503,3585.51,531.4209,4519.931,1,1,0.1268116,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,4282.013
"307",113062,1,3,11,42,1,1,5,14,27440,5481.121,1023.548,6907.669,1,1,0.1268116,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,3818.328
"308",113082,1,3,11,34,1,6,7,8,15240,3624.306,850.8787,4878.185,1,1,0.1268116,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,3034.716
"309",113092,1,3,11,34,1,0,5,6,11875,4542.157,1151.17,6096.328,1,0,0.1268116,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,4338.717
"310",113102,1,3,11,30,1,0,4,2,4965,4660.644,567.7358,5631.38,1,0,0.1268116,1,0.3,11.0406999588013,8.12040042877197,13.8048000335693,6.792,1.82760000228882,65.9763031005859,0,4359.232
"311",121014,1,1,12,62,1,0,7,10,16570,4307.175,433.7529,5143.928,0,1,2.217822,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,3117.622
"312",121024,1,1,12,27,1,0,3,6,11388.55,4739.252,1246.673,6388.925,0,0,2.217822,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,3440.444
"313",121034,1,1,12,50,1,5,6,10,37318.99,6156.9,3104.84,9661.74,0,0,2.217822,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,2233.038
"314",121035,1,1,12,68,1,5,7,129,92005,1980.164,333.0239,2713.188,1,0,2.178218,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,7544.194
"315",121052,1,1,12,73,1,2,8,143,173792.1,3091.758,835.7017,4327.46,0,0,0.1980198,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,4439.75
"316",121092,1,1,12,45,1,0,7,1,9036,3336.62,812.6946,4549.314,1,1,0.1980198,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,4368.117
"317",121102,1,1,12,36,1,0,5,7,8300,2335.634,422.3848,3158.019,1,0,0.1980198,1,0.05,13.1505002975464,9.74400043487549,12.9924001693726,8.09,2.84159994125366,52.7812995910645,0,3723.54
"318",122015,1,2,12,53,0,0,7,110,161084.1,3447.209,420.9927,4268.202,0,0,1.878453,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,4280.88
"319",122022,1,2,12,30,1,0,4,8,10315,2426.918,447.7939,3274.712,1,0,0.3314917,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,2984.463
"320",122025,1,2,12,32,1,0,4,3,17932.06,3447.016,1058.161,4905.177,0,0,1.878453,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,3842.594
"321",122034,1,2,12,70,1,0,7,219,341345.3,3748.429,2500.821,6649.25,0,0,2.077348,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,6596.661
"322",122062,1,2,12,47,0,0,7,20,29882.26,3186.01,496.3943,4082.404,0,0,0.3314917,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,2021.718
"323",122122,1,2,12,30,1,0,2,28,10225,4191.366,2138.313,6729.679,1,0,0.3314917,1,0.05,9.6766996383667,7.30800008773804,11.368800163269,5.953,2.0304000377655,49.2621994018555,0,4022.454
"324",123012,1,3,12,25,1,0,2,20,27900,4600.081,1121.6,6121.681,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,3124.968
"325",123022,1,3,12,35,1,10,5,20,33365,2236.839,784.2739,3421.113,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,4662.435
"326",123032,1,3,12,31,1,0,6,40,33595,2570.037,471.9854,3442.022,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,4355.992
"327",123035,1,3,12,60,0,0,3,331,117260,3855.281,1746.966,6002.247,0,1,2.032885,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,5723.364
"328",123042,1,3,12,75,1,0,2,17.5,18530,3604.006,866.1523,4870.158,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,5367.219
"329",123044,1,3,12,38,1,0,6,12,9541.21,1336.22,276.8755,2013.096,0,0,2.331839,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,3157.281
"330",123052,1,3,12,48,1,9,5,11,38617,3738.53,1564.488,5703.018,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,4348.937
"331",123062,1,3,12,32,1,5,6,18.75,42975,3442.053,524.9922,4367.046,1,0,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,4581.182
"332",123112,1,3,12,27,1,3,4,50,26235,3701.448,871.2278,4972.676,0,1,0.186846,0,0.5,9.6766996383667,7.30800008773804,9.74400043487549,5.953,2.0304000377655,52.7812995910645,0,5492.405
"333",131014,1,1,13,39,1,0,5,39,55200,2405.468,424.5503,3230.018,1,1,1.944954,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,5621.5
"334",131015,1,1,13,71,1,5,7,338,470458.8,7328.268,2155.907,9884.175,0,0,2.201835,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,5298.303
"335",131022,1,1,13,29,1,0,4,2,2098,2354.175,857.6938,3611.869,1,0,0.3058104,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,2349.432
"336",131025,1,1,13,55,1,0,13,162,217275.7,2586.173,1191.896,4178.069,0,0,2.201835,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,4311.211
"337",131032,1,1,13,35,1,3,4,60,58413,2354.175,572.9802,3327.155,1,0,0.3058104,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,2637.726
"338",131035,1,1,13,65,1,0,3,157.6,195743.7,5203.23,3152.208,8755.438,0,0,2.201835,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,9909.136
"339",131042,1,1,13,40,1,0,7,1,7050,2018.831,249.5989,2668.43,1,0,0.3058104,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,4231.355
"340",131054,1,1,13,43,1,12,4,148.5,204383.5,7437.407,2381.75,10219.157,0,0,1.944954,1,0.4,10.4214000701904,7.30800008773804,16.2408008575439,6.411,1.62360000610352,49.2621994018555,0,4828.693
"341",132015,1,2,13,62,0,0,1,45.5,53457.84,6547.571,1339.83,8287.4,0,0,2.342342,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,6970.735
"342",132022,1,2,13,45,1,0,7,30,43100,1847.921,326.7405,2574.661,1,0,0.3153153,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,2628.167
"343",132042,1,2,13,29,1,16,3,20,56450,5082.33,885.3252,6367.655,1,0,0.3153153,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,17491.84
"344",132062,1,2,13,76,1,0,7,52,82600,2245.036,1453.898,4098.935,1,0,0.3153153,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,3728.16
"345",132072,1,2,13,48,1,10,4,2,17000,5002.03,3090.574,8492.604,1,1,0.3153153,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,5511.279
"346",132092,1,2,13,56,1,0,5,27,45239,3297.605,451.4817,4149.086,1,0,0.3153153,1,0.5,9.42809963226318,8.12040042877197,16.2408008575439,5.8,2.0304000377655,45.7430992126465,0,4454.134
"347",133012,1,3,13,41,1,0,5,3,7250,2784.138,1144.269,4328.407,0,1,0.3383459,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,3208.774
"348",133015,1,3,13,75,1,0,8,364,490255.8,3251.116,3294.762,6945.879,0,0,2.205514,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,5423.603
"349",133025,1,3,13,72,1,0,4,69,45673,2365.002,1153.742,3918.744,0,1,2.205514,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,2713.24
"350",133034,1,3,13,43,1,0,6,1,2700,2227.185,231.7634,2858.948,1,0,1.864662,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,3494.147
"351",133054,1,3,13,49,1,0,8,34,49900,2564.285,463.104,3427.389,0,1,1.864662,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,5904.939
"352",133062,1,3,13,34,1,14,4,66,79134.52,6540.127,9459.67,16399.8,0,0,0.3383459,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,9098.062
"353",133072,1,3,13,42,1,0,6,39,101714,2692.29,482.2485,3574.539,1,1,0.3383459,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,4690.17
"354",133112,1,3,13,47,1,0,6,1,1425,1524.338,94.84814,2019.186,1,0,0.3383459,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,2279.242
"355",133122,1,3,13,45,1,0,6,1,2680,2479.587,266.8381,3146.425,1,0,0.3383459,1,0.75,9.80099964141846,8.12040042877197,14.6160001754761,6.029,1.62360000610352,43.9841995239258,0,2966.992
"356",141012,1,1,14,70,1,3,3,4,5220,3518.744,527.8115,4446.556,0,1,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2602.606
"357",141014,1,1,14,35,1,1,5,3,11523.89,2286.913,493.9775,3180.891,0,0,1.7,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,4016.991
"358",141015,1,1,14,75,1,5,6,181,282176.2,5384.129,868.9717,6653.101,0,0,3.686667,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3895.528
"359",141035,1,1,14,72,1,5,3,270,216335.1,4025.804,1483.061,5908.865,0,0,3.686667,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,4854.108
"360",141042,1,1,14,35,1,4,6,4,15620,2765.823,452.2488,3618.072,1,1,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3603.38
"361",141044,1,1,14,36,1,2,5,20,31546.89,2060.901,612.3967,3073.298,0,0,1.7,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2880.735
"362",141054,1,1,14,36,1,10,5,19,66544.87,2806.875,578.5627,3785.438,0,0,1.7,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2820.423
"363",141072,1,1,14,45,1,0,6,13,10250,3301.304,294.3564,3995.66,1,1,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3205.385
"364",141074,1,1,14,43,1,3,5,2,5580,4171.065,2025.985,6597.05,0,1,1.7,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3283.899
"365",141102,1,1,14,42,1,8,5,1,3655,2983.083,1403.438,4786.521,1,1,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3002.662
"366",141122,1,1,14,40,1,1,6,25,52639,2468.534,425.1816,3293.716,1,0,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2687.644
"367",141162,1,1,14,70,1,3,4,1,4610,2831.912,493.9775,3725.89,0,1,0.28,0,0.12,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3278.846
"368",142012,1,2,14,70,0,0,6,1,460.1435,1987.639,155.6366,2543.276,0,0,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3963.856
"369",142022,1,2,14,65,1,3,10,7,43560,3943.971,631.75,4975.721,1,1,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,4374.174
"370",142034,1,2,14,60,1,0,5,16,54936.39,2652.321,442.5498,3494.871,0,0,2.42,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3503.901
"371",142035,1,2,14,75,1,0,4,177.25,217050,4214.373,942.2793,5556.652,0,1,2.473333,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,5081.112
"372",142052,1,2,14,52,1,3,4,1,47100,3287.319,823.8596,4511.179,1,1,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3967.177
"373",142064,1,2,14,50,1,4,3,13,84246.85,5059.773,9674.291,15134.06,0,0,2.42,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,4050.265
"374",142082,1,2,14,50,1,0,6,10,52210,3025.443,400.0315,3825.475,1,1,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3666.435
"375",142102,1,2,14,35,1,9,6,5,57805,2515.902,384.5808,3300.483,1,1,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3879.982
"376",142132,1,2,14,37,1,0,4,26,80050,2304.777,425.4636,3130.241,0,1,0.2022222,0,0.05,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,4261.044
"377",143012,1,3,14,50,1,5,8,26,19715,2147.787,942.7019,3490.489,1,0,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2267.631
"378",143014,1,3,14,45,1,2,4,49,29900,2348.762,278.2852,3027.047,0,1,1.752381,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2769.971
"379",143022,1,3,14,40,1,12,6,133,197575,2936.798,636.6448,3973.443,1,0,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3519.61
"380",143024,1,3,14,66,1,3,5,33,23088.38,2222.764,964.9478,3587.711,0,0,1.752381,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2549.694
"381",143032,1,3,14,70,1,0,5,5,22850,3544.187,690.2151,4634.402,1,0,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,2951.912
"382",143052,1,3,14,43,1,9,5,462,411290,3731.493,1211.26,5342.752,1,1,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,7000.436
"383",143054,1,3,14,47,1,15,5,132,182974.7,4455.271,2364.325,7219.597,0,0,1.752381,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,9434.935
"384",143073,1,3,14,46,1,9,5,130,94100,3453.241,5639.464,9492.705,0,1,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3446.673
"385",143082,1,3,14,42,0,9,3,331,325382.3,3959.94,1996.21,6356.151,0,0,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,5597.28
"386",143103,1,3,14,48,1,10,7,16.25,23050,2488.255,4282.911,7171.166,0,1,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3178.124
"387",143152,1,3,14,40,1,10,4,79,139750,4458.655,3830.017,8688.672,1,1,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3738.191
"388",143172,1,3,14,52,1,0,7,10,12760,2689.326,2541.423,5630.749,1,1,0.3037037,0,0,11.9097003936768,9.74400043487549,12.9924001693726,7.326,2.0304000377655,52.7812995910645,0,3272.46
